FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
29SEP2021:00:00:00,91 o mas,F,Sputnik,Público,2,18,,0
29SEP2021:00:00:00,91 o mas,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,1
21JUL2021:00:00:00,30 o menos,M,Sinopharm,Privado,1,0,,0
12AUG2021:00:00:00,61 a 70,F,Moderna,Privado,0,3,,0
27AUG2021:00:00:00,30 o menos,M,Sinopharm,Privado,0,1,,0
18SEP2021:00:00:00,31 a 40,M,Moderna,Público,0,2,,0
26SEP2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,0,1,,0
21OCT2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
23OCT2021:00:00:00,91 o mas,M,Sinopharm,Público,2,0,,0
24OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,1,0,,0
24OCT2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0
25OCT2021:00:00:00,30 o menos,F,AstraZeneca,Público,57,64,,0
25OCT2021:00:00:00,30 o menos,F,Moderna,Público,0,140,,0
25OCT2021:00:00:00,30 o menos,F,Sinopharm,Público,6133,232,,1
19OCT2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,180,,2
19OCT2021:00:00:00,61 a 70,M,Sinopharm,Público,14,24,,0
19OCT2021:00:00:00,61 a 70,M,Sputnik,Público,1,72,,0
19OCT2021:00:00:00,71 a 80,F,AstraZeneca,Público,2,28,,1
19OCT2021:00:00:00,71 a 80,F,Moderna,Público,0,1,,0
19OCT2021:00:00:00,71 a 80,F,Sinopharm,Público,9,9,,0
19OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,7,,0
19OCT2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,11,,1
19OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,6,6,,0
19OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,11,,0
19OCT2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,8,,0
19OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,4,2,,0
19OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,4,,0
19OCT2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,7,,0
19OCT2021:00:00:00,81 a 90,M,Sinopharm,Público,1,0,,0
19OCT2021:00:00:00,81 a 90,M,Sputnik,Público,1,2,,0
19OCT2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,2,,0
19OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,4,2,,0
19OCT2021:00:00:00,91 o mas,M,Sinopharm,Público,0,1,,0
24MAY2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
14JUN2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
28JUN2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,1,,0
21AUG2021:00:00:00,51 a 60,M,Sinopharm,Público,1,1,,0
09SEP2021:00:00:00,51 a 60,M,Moderna,Público,0,2,,0
29SEP2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,7,,0
16OCT2021:00:00:00,61 a 70,F,Sputnik,Público nacional,0,1,,0
06NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0
06NOV2021:00:00:00,41 a 50,F,Sputnik,Privado,0,1,,0
25NOV2021:00:00:00,31 a 40,F,Sputnik,Privado,0,1,,0
06DEC2021:00:00:00,30 o menos,F,AstraZeneca,Público,99,116,,77
06DEC2021:00:00:00,30 o menos,F,Sinopharm,Público,977,1643,,0
06DEC2021:00:00:00,30 o menos,F,Sputnik,Público,7,161,,0
06DEC2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
06DEC2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,315,1089,,22
06DEC2021:00:00:00,30 o menos,M,AstraZeneca,Público,121,127,,40
06DEC2021:00:00:00,30 o menos,M,Sinopharm,Público,966,1687,,0
06DEC2021:00:00:00,30 o menos,M,Sputnik,Público,15,202,,0
06DEC2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
06DEC2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,332,1058,,11
06DEC2021:00:00:00,31 a 40,F,AstraZeneca,Público,71,80,,141
06DEC2021:00:00:00,31 a 40,F,Sinopharm,Público,37,47,,0
06DEC2021:00:00:00,31 a 40,F,Sputnik,Público,5,147,,0
06DEC2021:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,38
06DEC2021:00:00:00,31 a 40,M,AstraZeneca,Público,78,60,,98
06DEC2021:00:00:00,31 a 40,M,Sinopharm,Público,28,48,,0
06DEC2021:00:00:00,31 a 40,M,Sputnik,Público,5,167,,0
06DEC2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
06DEC2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,20
06DEC2021:00:00:00,41 a 50,F,AstraZeneca,Público,83,60,,162
06DEC2021:00:00:00,41 a 50,F,Sinopharm,Público,30,36,,4
06DEC2021:00:00:00,41 a 50,F,Sputnik,Público,1,58,,0
06DEC2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,50
06DEC2021:00:00:00,41 a 50,M,AstraZeneca,Público,67,52,,93
06DEC2021:00:00:00,41 a 50,M,Sinopharm,Público,35,35,,0
06DEC2021:00:00:00,41 a 50,M,Sputnik,Público,4,50,,0
06DEC2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,30
06DEC2021:00:00:00,51 a 60,F,AstraZeneca,Público,26,44,,336
06DEC2021:00:00:00,51 a 60,F,Sinopharm,Público,10,20,,10
06DEC2021:00:00:00,51 a 60,F,Sputnik,Público,0,39,,0
06DEC2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,3,,188
06DEC2021:00:00:00,51 a 60,M,AstraZeneca,Público,34,35,,295
06DEC2021:00:00:00,51 a 60,M,Sinopharm,Público,11,19,,9
06DEC2021:00:00:00,51 a 60,M,Sputnik,Público,0,27,,0
06DEC2021:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,119
06DEC2021:00:00:00,61 a 70,F,AstraZeneca,Público,12,14,,1185
06DEC2021:00:00:00,61 a 70,F,Sinopharm,Público,10,8,,5
06DEC2021:00:00:00,61 a 70,F,Sputnik,Público,0,17,,0
06DEC2021:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,4153
06DEC2021:00:00:00,61 a 70,M,AstraZeneca,Público,18,10,,978
06DEC2021:00:00:00,61 a 70,M,Sinopharm,Público,3,5,,0
06DEC2021:00:00:00,61 a 70,M,Sputnik,Público,0,19,,0
06DEC2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,3233
10JUN2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,0
19JUL2021:00:00:00,41 a 50,M,Sinopharm,Privado,0,2,,0
23SEP2021:00:00:00,41 a 50,M,Sinopharm,Privado,0,1,,0
10OCT2021:00:00:00,41 a 50,F,Sinopharm,Público,0,1,,0
10OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,
15OCT2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0
06NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público,33,30,,1
06NOV2021:00:00:00,30 o menos,F,Sinopharm,Público,571,464,,0
06NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,467,1247,,0
06NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público,24,26,,1
06NOV2021:00:00:00,30 o menos,M,Sinopharm,Público,599,604,,0
06NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,483,1162,,0
06NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,24,26,,2
06NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,47,87,,1
06NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,27,26,,1
06NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,44,84,,0
06NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,16,14,,501
06NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,28,57,,3
06NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,11,17,,404
06NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,23,46,,2
06NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,11,17,,3034
06NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,38,36,,24
06NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,12,15,,2360
06NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,36,24,,7
06NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,1,4,,699
06NOV2021:00:00:00,61 a 70,F,Sinopharm,Público,14,16,,12
06NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,5,4,,633
06NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,6,19,,6
06NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,2,1,,2071
06NOV2021:00:00:00,71 a 80,F,Sinopharm,Público,12,7,,32
06NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,3,,1288
06NOV2021:00:00:00,71 a 80,M,Sinopharm,Público,4,1,,10
06NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,2,,102
06NOV2021:00:00:00,81 a 90,F,Sinopharm,Público,5,5,,0
06NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,50
06NOV2021:00:00:00,81 a 90,M,Sinopharm,Público,3,2,,0
06NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,,17
06NOV2021:00:00:00,91 o mas,F,Sinopharm,Público,1,0,,0
06NOV2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,,8
06NOV2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0
18NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,23,19,,1
18NOV2021:00:00:00,41 a 50,M,Sputnik,Público,1,62,,1
18NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,23,25,,193
18NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,7,8,,3
18NOV2021:00:00:00,51 a 60,F,Sputnik,Público,0,28,,0
18NOV2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
09SEP2021:00:00:00,81 a 90,F,Sinopharm,Público,7,27,,0
09SEP2021:00:00:00,81 a 90,F,Sputnik,Público,3,3,,0
09SEP2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,5,,0
09SEP2021:00:00:00,81 a 90,M,Sinopharm,Público,1,3,,0
09SEP2021:00:00:00,81 a 90,M,Sputnik,Público,4,0,,0
09SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,3,,0
09SEP2021:00:00:00,91 o mas,F,Sinopharm,Público,1,8,,0
09SEP2021:00:00:00,91 o mas,F,Sputnik,Público,0,1,,0
09SEP2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,,0
09SEP2021:00:00:00,91 o mas,M,Sinopharm,Público,1,1,,0
16AUG2021:00:00:00,30 o menos,F,Sinopharm,Público,2,1,,0
16AUG2021:00:00:00,30 o menos,M,Sinopharm,Público,1,1,,0
28AUG2021:00:00:00,61 a 70,F,Moderna,Público,0,1,,0
29AUG2021:00:00:00,71 a 80,M,Sinopharm,Público,0,1,,0
07SEP2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
13SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,3,32,,0
13SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,18,41,,0
13SEP2021:00:00:00,30 o menos,F,Sputnik,Público,1,0,,0
13SEP2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,4454,0,,0
13SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,21,,0
13SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,22,33,,0
13SEP2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,1,,0
13SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,4301,0,,0
13SEP2021:00:00:00,31 a 40,F,AstraZeneca,Público,4,195,,0
13SEP2021:00:00:00,31 a 40,F,Sinopharm,Público,9,22,,0
13SEP2021:00:00:00,31 a 40,F,Sputnik,Público,1,2,,0
13SEP2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2085,1,,0
13SEP2021:00:00:00,31 a 40,M,AstraZeneca,Público,3,157,,0
13SEP2021:00:00:00,31 a 40,M,Sinopharm,Público,12,22,,0
13SEP2021:00:00:00,31 a 40,M,Sputnik,Público,1,0,,0
13SEP2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2454,0,,0
13SEP2021:00:00:00,41 a 50,F,AstraZeneca,Público,1,72,,0
14NOV2021:00:00:00,30 o menos,F,AstraZeneca,Público,3,1,,10
14NOV2021:00:00:00,30 o menos,F,Sinopharm,Público,252,1088,,0
14NOV2021:00:00:00,30 o menos,F,Sputnik,Público,5,0,,0
14NOV2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,7,3,,0
14NOV2021:00:00:00,30 o menos,M,AstraZeneca,Público,2,2,,3
14NOV2021:00:00:00,30 o menos,M,Sinopharm,Público,253,1098,,0
14NOV2021:00:00:00,30 o menos,M,Sputnik,Público,2,4,,0
14NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,10,2,,0
14NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,1,3,,7
14NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,1,0,,1
14NOV2021:00:00:00,31 a 40,F,Sputnik,Público,0,2,,0
14NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,1,0,,8
14NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,0,2,,0
14NOV2021:00:00:00,31 a 40,M,Sputnik,Público,3,1,,0
14NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,0,2,,21
14NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,1,,0
14NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,2,0,,9
14NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,0,1,,0
14NOV2021:00:00:00,41 a 50,M,Sputnik,Público,1,2,,0
14NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,0,0,,23
14NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,0,0,,1
14NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,1,1,,10
14NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,0,1,,0
14NOV2021:00:00:00,51 a 60,M,Sputnik,Público,1,1,,0
14NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,0,1,,6
14NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,0,0,,8
14NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,0,,4
14NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,0,,2
14NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,0,,2
14NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,2
14NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,0,,3
25NOV2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1
25NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,,1304
25NOV2021:00:00:00,91 o mas,F,Sinopharm,Público,0,2,,8
25NOV2021:00:00:00,91 o mas,F,Sputnik,Público,0,1,,0
25NOV2021:00:00:00,91 o mas,M,AstraZeneca,Público,2,0,,521
25NOV2021:00:00:00,91 o mas,M,Sputnik,Público,0,2,,0
08MAR2021:00:00:00,30 o menos,F,AstraZeneca,Público,1,0,,0
08APR2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,0,,0
10MAY2021:00:00:00,41 a 50,M,Sputnik,Público,1,0,,0
15MAY2021:00:00:00,31 a 40,F,AstraZeneca,Público,2,0,,0
03JUN2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,2,,0
07JUL2021:00:00:00,71 a 80,F,Sputnik,Privado,0,1,,0
16JUL2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
27JUL2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
07AUG2021:00:00:00,61 a 70,F,AstraZeneca,Público,5,1,,0
23AUG2021:00:00:00,30 o menos,M,Moderna,Privado,1,0,,0
30AUG2021:00:00:00,41 a 50,F,Sputnik,Privado,1,0,,0
15SEP2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,1,,0
16SEP2021:00:00:00,31 a 40,F,Moderna,Público,0,1,,0
24SEP2021:00:00:00,30 o menos,M,Moderna,Privado,0,1,,0
03OCT2021:00:00:00,30 o menos,M,Sinopharm,Público,1,0,,0
03OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,0,1,,0
17OCT2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,2,,0
23OCT2021:00:00:00,30 o menos,F,Sinopharm,Privado,1,0,,0
01NOV2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0
06NOV2021:00:00:00,30 o menos,M,Sputnik,Público,1,0,,0
18NOV2021:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,3,,0
22NOV2021:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
26NOV2021:00:00:00,30 o menos,F,Sinopharm,Privado,0,1,,0
22MAY2021:00:00:00,30 o menos,M,AstraZeneca,Público,0,1,,0
24JUL2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,2,,0
24JUL2021:00:00:00,31 a 40,M,AstraZeneca,Privado,0,1,,0
17AUG2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,1,,0
19AUG2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,0,,0
28SEP2021:00:00:00,30 o menos,M,AstraZeneca,Privado,0,1,,0
29SEP2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,1,,0
05OCT2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,0,,0
11OCT2021:00:00:00,91 o mas,M,Sinopharm,Público,1,0,,0
19NOV2021:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,0
26NOV2021:00:00:00,51 a 60,M,AstraZeneca,Privado,0,1,,0
27OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,3,4,,0
27OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,16,,0
27OCT2021:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
27OCT2021:00:00:00,81 a 90,F,AstraZeneca,Público,1,3,,0
27OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,6,1,,0
27OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,7,,0
27OCT2021:00:00:00,81 a 90,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
27OCT2021:00:00:00,81 a 90,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
27OCT2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,0,,0
27OCT2021:00:00:00,81 a 90,M,Sinopharm,Público,2,0,,0
27OCT2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0
27OCT2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
27OCT2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,,0
27OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,2,0,,0
05NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público,24,37,,15
05NOV2021:00:00:00,31 a 40,F,AstraZeneca,Público nacional,0,0,,1
05NOV2021:00:00:00,31 a 40,F,Moderna,Público,0,16,,0
05NOV2021:00:00:00,31 a 40,F,Sinopharm,Público,56,82,,0
05NOV2021:00:00:00,31 a 40,F,Sputnik,Público,0,3,,0
05NOV2021:00:00:00,31 a 40,F,Sputnik,Público nacional,0,0,,3
05NOV2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
05NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público,39,35,,10
05NOV2021:00:00:00,31 a 40,M,AstraZeneca,Público nacional,0,0,,1
05NOV2021:00:00:00,31 a 40,M,Moderna,Público,0,10,,0
05NOV2021:00:00:00,31 a 40,M,Sinopharm,Público,50,83,,0
05NOV2021:00:00:00,31 a 40,M,Sputnik,Público,0,2,,0
05NOV2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,0,,6
05NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público,25,23,,1038
05NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público nacional,0,0,,5
05NOV2021:00:00:00,41 a 50,F,Moderna,Público,0,4,,0
05NOV2021:00:00:00,41 a 50,F,Sinopharm,Público,46,28,,11
05NOV2021:00:00:00,41 a 50,F,Sputnik,Público,0,1,,0
05NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público,30,30,,516
05NOV2021:00:00:00,41 a 50,M,AstraZeneca,Público nacional,0,0,,5
05NOV2021:00:00:00,41 a 50,M,Moderna,Público,0,6,,0
05NOV2021:00:00:00,41 a 50,M,Sinopharm,Público,38,34,,3
05NOV2021:00:00:00,41 a 50,M,Sputnik,Público,0,4,,0
05NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público,11,14,,7691
05NOV2021:00:00:00,51 a 60,F,AstraZeneca,Público nacional,0,0,,7
05NOV2021:00:00:00,51 a 60,F,Moderna,Público,0,11,,1
05NOV2021:00:00:00,51 a 60,F,Sinopharm,Público,25,18,,100
05NOV2021:00:00:00,51 a 60,F,Sputnik,Público,0,2,,0
05NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público,22,22,,3018
05NOV2021:00:00:00,51 a 60,M,AstraZeneca,Público nacional,0,0,,15
05NOV2021:00:00:00,51 a 60,M,Moderna,Público,0,9,,1
05NOV2021:00:00:00,51 a 60,M,Sinopharm,Público,40,22,,27
05NOV2021:00:00:00,51 a 60,M,Sputnik,Público,0,1,,0
05NOV2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
05NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público,2,9,,1325
05NOV2021:00:00:00,61 a 70,F,AstraZeneca,Público nacional,0,0,,9
05NOV2021:00:00:00,61 a 70,F,Moderna,Público,0,17,,0
05NOV2021:00:00:00,61 a 70,F,Sinopharm,Público,8,9,,16
05NOV2021:00:00:00,61 a 70,F,Sputnik,Público,0,1,,0
05NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público,3,7,,1034
05NOV2021:00:00:00,61 a 70,M,AstraZeneca,Público nacional,0,0,,20
05NOV2021:00:00:00,61 a 70,M,Moderna,Público,0,17,,0
05NOV2021:00:00:00,61 a 70,M,Sinopharm,Público,8,4,,17
05NOV2021:00:00:00,61 a 70,M,Sputnik,Público,0,1,,0
05NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público,6,0,,3331
05NOV2021:00:00:00,71 a 80,F,AstraZeneca,Público nacional,0,0,,8
05NOV2021:00:00:00,71 a 80,F,Moderna,Público,0,4,,0
05NOV2021:00:00:00,71 a 80,F,Sinopharm,Público,7,5,,47
05NOV2021:00:00:00,71 a 80,F,Sputnik,Público,0,1,,
05NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público,2,3,,2733
05NOV2021:00:00:00,71 a 80,M,AstraZeneca,Público nacional,0,0,,8
05NOV2021:00:00:00,71 a 80,M,Moderna,Público,0,5,,0
05NOV2021:00:00:00,71 a 80,M,Sinopharm,Público,2,3,,26
05NOV2021:00:00:00,71 a 80,M,Sputnik,Público,0,3,,0
05NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público,2,2,,19
05NOV2021:00:00:00,81 a 90,F,AstraZeneca,Público nacional,0,0,,2
05NOV2021:00:00:00,81 a 90,F,Moderna,Público,0,3,,1
05NOV2021:00:00:00,81 a 90,F,Sinopharm,Público,6,3,,1
05NOV2021:00:00:00,81 a 90,F,Sputnik,Público,0,1,,0
05NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,1,,10
05NOV2021:00:00:00,81 a 90,M,AstraZeneca,Público nacional,0,0,,8
05NOV2021:00:00:00,81 a 90,M,Moderna,Público,0,1,,0
05NOV2021:00:00:00,81 a 90,M,Sinopharm,Público,3,1,,0
05NOV2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0
05NOV2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
05NOV2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,2,,1
05NOV2021:00:00:00,91 o mas,F,Moderna,Público,0,1,,0
05NOV2021:00:00:00,91 o mas,F,Sinopharm,Público,2,4,,0
05NOV2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,0,,1
08NOV2021:00:00:00,41 a 50,F,AstraZeneca,Público nacional,0,0,,7
12NOV2021:00:00:00,30 o menos,M,Sputnik,Público,0,67,,1
12NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
12NOV2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1099,4518,,0
